28,7.0,39.0,29.0,2.0,4.0,0.0,2.0,5.0,0.0,84.0,74.0,0.0,1
81,32.0,0.0,44.0,2.0,0.0,0.0,0.0,5.0,0.0,67.0,45.0,0.0,1
89,45.0,0.0,59.0,0.0,5.0,4.0,0.0,4.0,1.0,0.0,54.0,47.0,2
138,36.0,19.0,28.0,0.0,5.0,7.0,0.0,5.0,3.0,0.0,71.0,89.0,5
143,61.0,78.0,38.0,6.0,11.0,0.0,4.0,3.0,0.0,66.0,85.0,0.0,2
169,24.0,69.0,68.0,3.0,7.0,0.0,4.0,5.0,0.0,66.0,75.0,0.0,2
179,54.0,52.0,12.0,4.0,3.0,0.0,5.0,9.0,0.0,87.0,51.0,0.0,3
223,0.0,42.0,13.0,0.0,5.0,5.0,0.0,5.0,3.0,0.0,74.0,67.0,3
346,40.0,20.0,34.0,0.0,5.0,2.0,0.0,7.0,0.0,0.0,53.0,65.0,1
401,27.0,117.0,2.0,0.0,4.0,0.0,0.0,7.0,4.0,0.0,40.0,3.0,1
439,51.0,38.0,27.0,0.0,4.0,0.0,0.0,5.0,2.0,0.0,38.0,41.0,1
511,39.0,52.0,34.0,2.0,4.0,4.0,1.0,5.0,5.0,69.0,65.0,73.0,3
512,28.0,44.0,16.0,3.0,2.0,5.0,0.0,4.0,4.0,41.0,40.0,76.0,5
513,74.0,36.0,41.0,2.0,5.0,2.0,3.0,4.0,2.0,52.0,77.0,66.0,2
514,69.0,40.0,18.0,4.0,3.0,5.0,4.0,7.0,6.0,40.0,82.0,78.0,6
515,46.0,102.0,44.0,7.0,9.0,3.0,5.0,3.0,3.0,69.0,94.0,50.0,2
516,54.0,71.0,47.0,2.0,4.0,3.0,2.0,5.0,5.0,70.0,88.0,86.0,3
517,68.0,54.0,29.0,4.0,8.0,5.0,6.0,4.0,3.0,64.0,69.0,50.0,2
518,18.0,48.0,10.0,2.0,4.0,5.0,3.0,7.0,0.0,82.0,75.0,57.0,3
519,47.0,46.0,53.0,3.0,5.0,3.0,4.0,3.0,1.0,66.0,60.0,51.0,1
520,65.0,27.0,27.0,1.0,7.0,5.0,4.0,6.0,4.0,63.0,55.0,62.0,1
521,49.0,44.0,85.0,2.0,3.0,5.0,6.0,4.0,2.0,45.0,89.0,61.0,5
522,34.0,68.0,43.0,7.0,3.0,6.0,3.0,6.0,0.0,51.0,58.0,63.0,6
523,36.0,0.0,63.0,2.0,0.0,2.0,0.0,7.0,5.0,36.0,72.0,65.0,2
524,0.0,13.0,13.0,2.0,5.0,2.0,3.0,3.0,5.0,84.0,60.0,61.0,3
525,37.0,57.0,28.0,5.0,3.0,5.0,4.0,1.0,4.0,80.0,70.0,70.0,4
526,49.0,51.0,31.0,5.0,2.0,5.0,3.0,7.0,3.0,59.0,65.0,72.0,3
527,19.0,43.0,25.0,2.0,3.0,5.0,2.0,3.0,6.0,70.0,83.0,61.0,3
528,85.0,8.0,30.0,7.0,4.0,7.0,1.0,3.0,2.0,39.0,84.0,71.0,6
529,69.0,82.0,23.0,5.0,3.0,2.0,3.0,6.0,1.0,70.0,73.0,61.0,3
530,57.0,68.0,7.0,8.0,2.0,8.0,2.0,4.0,2.0,67.0,63.0,83.0,6
531,16.0,60.0,54.0,4.0,2.0,4.0,7.0,6.0,7.0,60.0,70.0,79.0,4
532,76.0,0.0,24.0,5.0,6.0,5.0,3.0,3.0,3.0,63.0,55.0,65.0,1
533,15.0,60.0,71.0,3.0,6.0,1.0,2.0,5.0,1.0,72.0,69.0,57.0,2
534,42.0,42.0,76.0,6.0,3.0,4.0,6.0,1.0,4.0,75.0,59.0,45.0,5
535,90.0,31.0,73.0,4.0,6.0,8.0,3.0,7.0,0.0,47.0,40.0,62.0,1
536,41.0,25.0,26.0,2.0,5.0,1.0,2.0,4.0,4.0,41.0,80.0,72.0,2
537,29.0,60.0,23.0,3.0,5.0,3.0,3.0,5.0,1.0,89.0,80.0,69.0,3
538,13.0,64.0,0.0,6.0,3.0,5.0,0.0,4.0,1.0,68.0,50.0,65.0,6
539,48.0,90.0,41.0,5.0,2.0,5.0,1.0,4.0,3.0,83.0,41.0,95.0,6
540,32.0,64.0,50.0,4.0,0.0,8.0,4.0,0.0,10.0,100.0,0.0,76.0,4
541,12.0,25.0,41.0,6.0,5.0,9.0,2.0,2.0,3.0,89.0,90.0,81.0,5
542,15.0,54.0,36.0,5.0,3.0,7.0,5.0,5.0,4.0,63.0,75.0,62.0,4
543,47.0,46.0,96.0,4.0,1.0,4.0,1.0,0.0,5.0,50.0,68.0,67.0,5
544,20.0,37.0,45.0,4.0,6.0,3.0,6.0,7.0,8.0,86.0,59.0,59.0,1
545,44.0,36.0,37.0,4.0,5.0,3.0,3.0,5.0,2.0,70.0,64.0,59.0,1
546,17.0,39.0,14.0,5.0,3.0,5.0,6.0,4.0,5.0,68.0,80.0,61.0,4
547,57.0,3.0,53.0,4.0,3.0,7.0,3.0,6.0,2.0,65.0,51.0,78.0,1
548,92.0,64.0,70.0,2.0,4.0,4.0,2.0,7.0,2.0,58.0,88.0,92.0,5
549,29.0,79.0,39.0,5.0,4.0,6.0,5.0,1.0,3.0,67.0,60.0,67.0,4
550,82.0,70.0,21.0,8.0,11.0,2.0,7.0,1.0,7.0,66.0,79.0,42.0,1
551,22.0,38.0,50.0,4.0,4.0,3.0,1.0,6.0,4.0,51.0,91.0,53.0,2
552,62.0,62.0,14.0,5.0,8.0,4.0,5.0,5.0,6.0,75.0,70.0,52.0,1
553,58.0,55.0,42.0,1.0,8.0,3.0,6.0,2.0,0.0,95.0,54.0,74.0,2
554,50.0,42.0,91.0,4.0,4.0,8.0,3.0,3.0,1.0,56.0,69.0,56.0,5
555,22.0,29.0,42.0,1.0,3.0,6.0,5.0,4.0,3.0,68.0,77.0,67.0,5
556,43.0,60.0,27.0,7.0,3.0,4.0,3.0,3.0,0.0,74.0,60.0,82.0,6
557,4.0,75.0,52.0,3.0,3.0,4.0,6.0,1.0,1.0,57.0,74.0,80.0,4
558,65.0,39.0,47.0,4.0,5.0,4.0,2.0,3.0,2.0,67.0,70.0,52.0,2
559,30.0,0.0,23.0,4.0,4.0,2.0,5.0,7.0,4.0,85.0,88.0,81.0,1
560,52.0,73.0,16.0,4.0,2.0,0.0,4.0,5.0,2.0,67.0,61.0,68.0,3
561,45.0,57.0,38.0,6.0,8.0,2.0,3.0,9.0,6.0,77.0,63.0,49.0,1
562,72.0,26.0,62.0,2.0,3.0,6.0,3.0,4.0,6.0,40.0,62.0,67.0,6
563,55.0,80.0,42.0,1.0,4.0,4.0,7.0,11.0,5.0,50.0,64.0,57.0,6
564,44.0,90.0,0.0,4.0,1.0,3.0,3.0,0.0,6.0,65.0,77.0,58.0,3
565,54.0,66.0,44.0,5.0,3.0,4.0,3.0,2.0,2.0,73.0,25.0,76.0,6
566,29.0,69.0,63.0,2.0,5.0,5.0,4.0,3.0,5.0,44.0,67.0,72.0,6
567,38.0,28.0,27.0,1.0,4.0,0.0,3.0,4.0,5.0,68.0,73.0,73.0,2
568,52.0,35.0,37.0,2.0,2.0,3.0,5.0,5.0,8.0,68.0,96.0,64.0,4
569,27.0,43.0,53.0,0.0,6.0,4.0,2.0,3.0,1.0,49.0,53.0,36.0,2
570,85.0,24.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,47.0,52.0,42.0,1
571,44.0,50.0,41.0,4.0,1.0,1.0,5.0,5.0,3.0,59.0,67.0,72.0,3
572,27.0,29.0,45.0,5.0,3.0,6.0,0.0,1.0,2.0,68.0,69.0,83.0,6
573,59.0,44.0,23.0,7.0,2.0,5.0,2.0,5.0,2.0,66.0,36.0,63.0,6
574,46.0,38.0,71.0,7.0,3.0,6.0,5.0,1.0,2.0,53.0,78.0,62.0,5
575,70.0,40.0,50.0,4.0,5.0,3.0,6.0,8.0,3.0,41.0,52.0,50.0,6
576,40.0,39.0,63.0,4.0,3.0,6.0,0.0,1.0,1.0,65.0,30.0,54.0,6
577,17.0,60.0,58.0,1.0,7.0,4.0,6.0,5.0,2.0,90.0,82.0,67.0,2
578,37.0,55.0,37.0,2.0,0.0,3.0,9.0,1.0,7.0,84.0,67.0,80.0,4
579,34.0,24.0,50.0,3.0,4.0,4.0,3.0,3.0,2.0,41.0,65.0,71.0,5
580,40.0,61.0,10.0,5.0,6.0,3.0,3.0,8.0,7.0,91.0,46.0,42.0,1
581,40.0,80.0,23.0,3.0,9.0,6.0,6.0,3.0,0.0,76.0,66.0,35.0,2
582,29.0,13.0,57.0,3.0,5.0,1.0,2.0,11.0,0.0,83.0,60.0,81.0,3
583,9.0,78.0,33.0,3.0,5.0,1.0,6.0,7.0,5.0,57.0,90.0,91.0,2
584,59.0,2.0,28.0,1.0,5.0,2.0,2.0,2.0,1.0,58.0,62.0,63.0,1
585,44.0,82.0,0.0,3.0,0.0,4.0,3.0,1.0,7.0,56.0,88.0,74.0,3
586,73.0,58.0,31.0,2.0,1.0,6.0,2.0,4.0,7.0,68.0,87.0,54.0,4
587,48.0,80.0,29.0,5.0,5.0,3.0,0.0,9.0,4.0,81.0,35.0,35.0,1
588,4.0,26.0,17.0,9.0,7.0,5.0,3.0,3.0,3.0,69.0,72.0,86.0,4
589,33.0,69.0,5.0,5.0,1.0,4.0,0.0,5.0,2.0,64.0,50.0,55.0,3
590,39.0,35.0,25.0,6.0,4.0,6.0,1.0,6.0,2.0,56.0,81.0,72.0,6
591,0.0,80.0,58.0,3.0,1.0,5.0,8.0,0.0,4.0,74.0,63.0,78.0,4
592,44.0,57.0,44.0,3.0,3.0,3.0,4.0,6.0,1.0,67.0,57.0,76.0,3
593,63.0,20.0,0.0,5.0,3.0,4.0,7.0,5.0,7.0,67.0,70.0,49.0,4
594,53.0,19.0,45.0,3.0,4.0,2.0,2.0,6.0,3.0,58.0,79.0,67.0,2
595,41.0,65.0,48.0,4.0,6.0,3.0,5.0,6.0,3.0,55.0,82.0,61.0,2
596,46.0,52.0,31.0,0.0,0.0,3.0,6.0,5.0,5.0,56.0,80.0,72.0,4
597,40.0,34.0,11.0,3.0,4.0,3.0,3.0,7.0,7.0,84.0,46.0,50.0,1
598,54.0,70.0,28.0,5.0,2.0,7.0,1.0,8.0,4.0,64.0,66.0,74.0,6
599,37.0,26.0,26.0,0.0,4.0,2.0,5.0,7.0,2.0,63.0,64.0,69.0,5
600,6.0,4.0,35.0,2.0,3.0,5.0,1.0,2.0,4.0,69.0,60.0,75.0,5
601,45.0,28.0,22.0,3.0,6.0,4.0,3.0,5.0,2.0,48.0,70.0,54.0,2
602,32.0,19.0,52.0,3.0,4.0,0.0,5.0,4.0,4.0,69.0,62.0,56.0,1
603,36.0,56.0,33.0,5.0,4.0,4.0,4.0,4.0,3.0,58.0,48.0,56.0,5
604,39.0,67.0,41.0,3.0,0.0,3.0,3.0,5.0,2.0,57.0,90.0,78.0,3
605,39.0,53.0,38.0,5.0,2.0,6.0,2.0,0.0,2.0,60.0,28.0,69.0,6
606,15.0,38.0,13.0,2.0,7.0,4.0,3.0,5.0,3.0,55.0,80.0,56.0,2
607,52.0,42.0,4.0,6.0,5.0,4.0,3.0,4.0,5.0,75.0,72.0,57.0,1
608,3.0,50.0,22.0,1.0,9.0,3.0,4.0,4.0,3.0,51.0,80.0,51.0,2
609,11.0,30.0,54.0,4.0,0.0,4.0,1.0,0.0,5.0,54.0,0.0,68.0,5
610,21.0,38.0,38.0,2.0,5.0,5.0,5.0,4.0,2.0,91.0,88.0,67.0,3
611,21.0,0.0,32.0,0.0,2.0,3.0,0.0,8.0,0.0,0.0,64.0,69.0,3
612,36.0,0.0,42.0,4.0,1.0,2.0,6.0,5.0,3.0,72.0,64.0,71.0,1
613,41.0,44.0,24.0,4.0,3.0,4.0,1.0,7.0,4.0,83.0,41.0,53.0,1
614,34.0,33.0,61.0,6.0,4.0,4.0,2.0,1.0,5.0,73.0,84.0,76.0,5
615,51.0,83.0,11.0,3.0,2.0,5.0,7.0,0.0,5.0,81.0,88.0,57.0,3
616,57.0,15.0,4.0,1.0,5.0,3.0,6.0,7.0,2.0,88.0,89.0,91.0,5
617,25.0,33.0,79.0,4.0,1.0,3.0,3.0,2.0,4.0,44.0,50.0,54.0,5
618,36.0,51.0,23.0,5.0,2.0,4.0,11.0,2.0,5.0,66.0,52.0,64.0,4
619,61.0,52.0,39.0,2.0,1.0,3.0,4.0,6.0,4.0,59.0,76.0,79.0,4
620,0.0,18.0,52.0,4.0,3.0,7.0,0.0,0.0,4.0,41.0,75.0,79.0,5
621,11.0,40.0,41.0,3.0,6.0,5.0,2.0,7.0,2.0,66.0,63.0,66.0,3
622,0.0,22.0,55.0,0.0,6.0,4.0,0.0,5.0,4.0,0.0,77.0,71.0,3
623,0.0,15.0,30.0,0.0,8.0,7.0,1.0,7.0,0.0,100.0,65.0,57.0,3
624,52.0,0.0,49.0,3.0,4.0,5.0,1.0,5.0,3.0,62.0,61.0,51.0,2
625,30.0,54.0,55.0,3.0,4.0,0.0,3.0,6.0,4.0,56.0,73.0,87.0,2
626,45.0,13.0,9.0,4.0,1.0,4.0,0.0,7.0,1.0,77.0,51.0,63.0,1
627,65.0,74.0,0.0,8.0,3.0,5.0,9.0,7.0,3.0,48.0,68.0,77.0,6
628,50.0,8.0,19.0,0.0,5.0,5.0,2.0,3.0,3.0,43.0,72.0,48.0,2
629,19.0,78.0,50.0,4.0,2.0,4.0,4.0,2.0,0.0,61.0,67.0,88.0,4
630,5.0,54.0,68.0,3.0,5.0,0.0,2.0,6.0,3.0,55.0,76.0,84.0,2
631,29.0,76.0,46.0,4.0,6.0,3.0,6.0,5.0,3.0,75.0,70.0,71.0,2
632,22.0,21.0,34.0,0.0,0.0,4.0,7.0,4.0,3.0,87.0,85.0,74.0,3
633,0.0,12.0,48.0,4.0,7.0,3.0,4.0,8.0,0.0,91.0,54.0,66.0,3
634,32.0,57.0,68.0,3.0,6.0,2.0,4.0,5.0,2.0,65.0,70.0,59.0,2
635,0.0,1.0,31.0,0.0,7.0,8.0,3.0,4.0,4.0,97.0,87.0,70.0,3
636,34.0,20.0,29.0,3.0,2.0,2.0,4.0,3.0,5.0,83.0,85.0,79.0,5
637,63.0,53.0,17.0,7.0,3.0,4.0,3.0,6.0,1.0,65.0,34.0,59.0,6
638,49.0,65.0,20.0,4.0,6.0,4.0,2.0,7.0,5.0,88.0,52.0,46.0,1
639,23.0,0.0,30.0,0.0,4.0,2.0,4.0,6.0,5.0,61.0,79.0,90.0,2
640,70.0,35.0,20.0,10.0,2.0,6.0,4.0,3.0,0.0,55.0,58.0,72.0,6
641,56.0,40.0,50.0,4.0,5.0,5.0,3.0,5.0,3.0,61.0,81.0,45.0,2
642,76.0,14.0,45.0,2.0,6.0,5.0,5.0,4.0,2.0,50.0,55.0,72.0,1
643,40.0,3.0,52.0,4.0,4.0,5.0,5.0,7.0,2.0,72.0,80.0,83.0,1
644,0.0,92.0,57.0,5.0,3.0,4.0,4.0,5.0,5.0,74.0,74.0,67.0,2
645,32.0,69.0,47.0,2.0,5.0,4.0,6.0,5.0,2.0,80.0,58.0,79.0,2
646,30.0,74.0,40.0,5.0,5.0,7.0,2.0,5.0,2.0,54.0,81.0,63.0,6
647,0.0,91.0,77.0,4.0,1.0,5.0,5.0,8.0,7.0,63.0,55.0,66.0,2
648,2.0,58.0,21.0,5.0,6.0,8.0,6.0,1.0,10.0,68.0,78.0,54.0,4
649,20.0,14.0,41.0,1.0,4.0,9.0,4.0,5.0,2.0,75.0,89.0,74.0,5
650,68.0,58.0,16.0,5.0,4.0,6.0,6.0,4.0,6.0,61.0,60.0,47.0,4
651,12.0,101.0,62.0,5.0,5.0,2.0,6.0,7.0,4.0,72.0,84.0,74.0,2
652,15.0,51.0,17.0,2.0,3.0,4.0,2.0,5.0,3.0,78.0,76.0,69.0,3
653,21.0,42.0,7.0,7.0,4.0,9.0,0.0,0.0,5.0,89.0,78.0,75.0,4
654,29.0,104.0,53.0,4.0,5.0,8.0,1.0,2.0,4.0,51.0,70.0,51.0,4
655,68.0,57.0,53.0,4.0,7.0,1.0,3.0,4.0,0.0,68.0,66.0,64.0,2
656,43.0,14.0,18.0,6.0,2.0,7.0,2.0,4.0,4.0,48.0,82.0,77.0,6
657,44.0,56.0,49.0,4.0,1.0,3.0,5.0,3.0,3.0,73.0,65.0,89.0,4
658,70.0,47.0,51.0,2.0,6.0,5.0,1.0,5.0,0.0,61.0,46.0,55.0,1
659,49.0,52.0,5.0,7.0,2.0,7.0,1.0,5.0,1.0,70.0,74.0,73.0,6
660,55.0,56.0,18.0,7.0,7.0,5.0,4.0,2.0,4.0,71.0,73.0,54.0,1
661,8.0,39.0,71.0,4.0,1.0,2.0,5.0,4.0,7.0,88.0,91.0,100.0,4
662,86.0,80.0,40.0,5.0,0.0,0.0,4.0,6.0,5.0,45.0,62.0,80.0,3
663,59.0,43.0,52.0,5.0,5.0,7.0,1.0,3.0,1.0,52.0,67.0,58.0,6
664,17.0,65.0,24.0,5.0,4.0,5.0,5.0,0.0,1.0,62.0,70.0,71.0,4
665,9.0,42.0,14.0,4.0,4.0,1.0,8.0,3.0,1.0,57.0,67.0,88.0,4
666,41.0,60.0,77.0,4.0,3.0,5.0,2.0,5.0,2.0,47.0,46.0,28.0,2
667,0.0,38.0,68.0,5.0,2.0,7.0,0.0,0.0,5.0,58.0,70.0,70.0,5
668,0.0,77.0,52.0,3.0,5.0,2.0,6.0,5.0,5.0,83.0,82.0,95.0,2
669,0.0,56.0,58.0,3.0,3.0,3.0,2.0,6.0,4.0,73.0,77.0,71.0,2
670,31.0,39.0,40.0,0.0,7.0,1.0,5.0,7.0,1.0,51.0,68.0,70.0,2
671,30.0,7.0,79.0,3.0,2.0,2.0,10.0,5.0,0.0,70.0,85.0,45.0,5
